gene_id,Cont_JSY,Cont_LCM,Cont_LMH,Cont_LSA,Cont_T13008,IJHC1203,IJHC1215,IJHC1219,IJHC1231,T17012,T17013,T17015,T17019 
286297,0,0,0,0,0,0,0,0,0,0,0,0,0
100616319,0,0,0,0,0,0,0,0,0,0,0,0,0
100616318,8,5,5,4,1,6,8,6,5,7,18,9,5
100616315,0,0,0,0,0,0,0,0,0,0,0,0,0
100616314,13,6,3,7,4,7,6,3,5,7,5,7,5
100616317,1,0,0,2,1,0,0,0,0,0,0,0,2
100616316,0,0,0,0,0,0,0,0,0,0,0,0,0
100616311,0,0,0,0,1,0,0,0,0,0,0,0,0
100616310,0,0,0,0,0,0,0,0,0,0,0,0,0
100616313,4,2,1,1,1,1,2,1,1,1,1,1,1
100616312,0,0,0,0,0,0,0,0,0,0,0,0,0
352887,7,9,11,0,0,11,6,0,26,0,0,16,6
80243,36,26,0,6,3,9,18,3,0,0,25,6,0
256236,0,0,0,0,0,0,0,0,0,0,0,0,0
100126447,0,0,0,0,0,0,0,0,0,0,0,0,0
163071,0,10,11,0,3,0,6,0,3,6,6,9,0
6334,3726,2984,3492,3659,2827,2288,3683,3231,3843,3540,3615,3284,3610
6335,353,1929,753,388,233,889,723,1345,790,2008,1979,1010,648
6336,0,0,0,0,0,0,0,0,0,0,0,0,0
6337,140,40,20,41,14,6,3,21,17,26,10,19,14
6330,0,0,0,3,0,6,0,0,0,0,0,0,3
6331,0,3,3,0,5,0,0,3,0,3,3,3,0
6332,0,0,0,3,3,0,0,0,3,0,0,0,0
200058,3074,3227,4516,4006,3110,3516,3852,3271,3430,3086,2916,3564,3055
6338,3,0,0,0,0,0,0,0,0,0,0,0,0
6339,567,261,407,215,144,81,295,191,137,235,178,305,399
161502,0,0,0,3,0,0,0,0,0,0,0,0,0
134728,393,261,206,272,172,304,226,175,278,234,180,275,285
10109,33013,27457,36342,37958,35476,42561,34479,27536,51499,31708,33998,29868,27839
10105,2482,1459,2382,1875,2772,2545,3075,2225,6224,2319,2102,1952,2158
10107,0,0,0,6,0,0,0,0,0,0,0,0,0
10106,27113,20133,26825,22638,23359,23101,22945,19264,20199,22759,24232,24058,22473
10101,2513,1402,2308,1763,2002,2462,1951,1671,2650,1920,2024,2116,1775
10100,2926,2246,2116,1636,1563,2551,1118,474,550,731,2272,773,1073
10103,51,6,0,3,11,25,9,11,11,17,18,14,15
10102,1358,1034,1013,1267,1251,878,1194,992,1340,1061,970,840,763
102466745,5,2,5,1,3,1,3,5,4,2,3,2,2
102466744,10,13,7,12,9,7,14,4,5,5,5,6,5
102466747,7,7,6,4,7,2,2,2,3,3,1,5,2
102466746,0,1,0,0,1,0,1,1,1,0,0,0,1
102466741,0,0,1,1,1,1,1,1,1,3,0,0,1
102466740,1,4,3,1,3,1,3,4,6,2,3,1,3
102466743,0,0,2,0,0,0,0,0,0,0,1,0,1
102466742,2,0,0,0,0,0,1,0,0,0,0,0,0
121457,3971,4324,3954,5198,5198,5860,5053,3574,10382,4549,4109,3875,4369
121456,347,191,318,250,219,234,333,307,314,277,253,292,192
102466749,1,2,4,1,0,1,1,1,4,0,2,2,3
102466748,34,12,18,10,17,4,13,12,4,9,8,9,16
101059948,14,9,4,0,0,6,4,17,2,0,0,0,0
285242,0,0,0,0,0,0,0,0,0,0,0,0,0
284593,7,6,7,0,0,0,8,0,9,0,4,0,0
125206,0,0,0,0,0,3,0,0,0,0,0,0,0
388697,0,0,0,0,0,0,0,0,0,0,0,0,0
388695,760,513,622,654,503,736,720,582,674,693,730,714,699
388698,0,0,0,0,0,0,0,0,0,0,0,0,0
654364,2566,104,540,1768,160,132,2551,2048,229,91,172,103,95
84232,7447,5393,7602,6629,6550,9589,8190,6804,8870,8493,9068,8062,7302
84233,939,787,865,1450,936,1199,907,796,1561,859,1017,869,897
1669,0,0,0,0,0,0,0,0,0,0,0,0,0
84231,9345,6298,9392,7941,7500,8164,8256,6938,9847,7940,8483,8187,6825
1667,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,3552,2501,2818,3250,2664,2916,2913,2213,3400,2287,2604,2596,2625
1665,6574,5363,5597,6764,6650,5888,7393,5194,10725,5658,5943,5926,6119
1663,742,291,503,481,601,561,980,611,1450,331,684,275,332
1662,908,732,754,986,947,963,1033,710,1996,847,994,1026,845
1660,9781,7709,8907,10468,9814,9834,10473,7579,16469,9563,9637,9254,9031
129787,1844,1324,1432,1403,1445,1470,1363,1153,1755,1326,1221,1326,1275
728409,0,0,0,0,0,0,0,0,0,0,0,0,0
728405,0,0,0,0,0,0,0,0,0,0,0,0,0
728407,166,138,114,122,113,62,204,167,162,119,146,151,211
728400,0,0,0,0,0,0,0,0,2,0,0,0,0
728403,0,0,0,0,0,0,0,0,0,0,0,0,0
728402,10,12,17,19,15,13,9,4,15,5,11,13,6
5414,530,101,196,151,211,269,225,166,152,250,431,318,499
101927446,0,0,0,0,0,0,0,0,0,0,0,0,0
5411,7324,4653,5719,5343,4877,2842,6492,4093,7177,3403,3637,4248,5691
5412,3203,3067,3674,3797,3581,3697,4120,3435,4516,3380,4136,4911,3900
5413,2753,2421,2721,2295,1972,4920,1753,1479,2039,2323,4251,2841,2228
650623,0,0,0,1,0,0,0,0,3,0,0,0,0
101930748,0,0,0,0,0,0,0,0,0,0,0,0,0
101930749,0,0,0,0,0,0,0,0,0,0,0,0,0
101930746,0,0,0,0,0,0,0,0,0,0,0,0,0
101930747,0,0,0,0,0,0,0,0,0,0,0,0,0
192286,3634,2543,3392,3079,2624,2765,2357,2096,3270,2304,2321,2351,2431
254896,53,60,47,59,55,73,94,39,32,50,46,25,55
81621,2419,1029,825,577,881,752,619,439,796,617,348,647,654
105371899,0,0,0,0,0,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0,0,0,0,0,0,0
338,13,35,0,0,0,0,3,0,0,0,11,6,0
335,11,3,11,18,34,13,0,6,22,14,6,9,18
334,64089,60178,50053,56747,45198,59787,55696,48815,56376,45394,54121,55374,41814
337,0,0,0,0,0,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,0,0,0,0,0,0,0
331,3419,2993,3069,3667,3810,4169,4593,3056,5578,4046,3706,4418,4018
330,82,46,42,76,22,43,29,23,33,100,19,67,17
333,3247,3358,2636,1883,2518,3236,2749,1563,1910,1493,2062,1987,1922
332,506,140,529,794,1924,837,817,387,5628,743,327,213,484
51348,0,0,0,0,0,3,0,0,0,0,0,0,0
51340,2262,1795,1818,2054,1924,2539,2469,1858,2772,2160,2149,2352,2249
51341,2477,3147,3750,4306,3268,6057,4874,4087,5392,5308,5219,1986,4308
51343,3291,2662,3831,3103,3179,3357,3393,2626,4503,3117,3178,2939,2721
51347,2100,1546,1869,2435,1622,2391,2237,1917,3002,2409,2103,2297,2184
149986,2859,2622,3329,3307,3063,2623,3179,2338,3502,2611,2556,2564,2800
729467,6,0,3,0,0,0,0,0,0,0,0,0,6
340024,0,0,0,0,0,0,0,0,0,0,0,0,0
286370,0,0,0,0,0,0,0,0,0,0,0,0,0
150185,0,0,0,0,0,0,0,0,0,0,0,0,0
348235,1924,1198,1346,2003,1661,1644,1825,1219,3279,1428,1514,1572,1571
92822,2305,1122,1834,1488,1433,675,1638,1264,1580,1257,1171,1399,1517
100158262,0,1,0,5,5,0,0,0,3,0,0,0,6
389634,0,0,0,0,0,0,0,0,0,0,0,0,0
389633,17,10,3,0,0,3,6,0,0,5,0,3,7
10938,10838,9292,9687,11594,9068,15418,10018,9375,15809,11333,12965,11305,7859
10939,3038,2689,3030,3303,3098,2789,3110,2382,4166,2677,2927,2897,2650
64881,0,0,0,0,0,0,0,0,0,0,0,0,3
10935,6402,7308,7669,8562,7156,6987,7893,6023,11403,5775,6396,6857,7508
10936,140,76,145,150,129,99,129,109,159,130,96,87,64
10930,11,0,0,0,0,0,0,0,0,0,0,0,0
10933,31178,29219,30107,32570,29856,30964,31133,24324,33044,24927,27223,29584,27427
9448,27665,21314,21644,20038,24708,26528,26732,18312,35764,25324,25170,24431,26320
9447,0,0,0,0,0,0,0,0,0,0,0,0,0
9446,3087,2412,3100,3399,3768,3394,3354,2605,5979,3160,2277,2428,2475
9445,21045,18952,16154,17982,15081,16744,22130,16041,16322,14596,12260,14559,18940
57020,4990,3378,4592,4514,4468,5013,4753,3711,5719,4823,4477,4430,4097
9443,684,479,430,621,541,510,513,413,735,434,410,510,463
57026,733,912,1135,1082,1044,1140,1016,746,1913,830,1114,982,761
9441,719,573,780,672,642,848,825,636,1121,719,721,718,599
9440,1997,1697,1681,1760,1577,1633,1753,1296,2085,1302,1521,1650,1673
150726,624,624,573,322,480,425,608,376,312,290,463,281,470
54532,4219,6455,3534,6755,2582,4500,3442,3264,2588,3515,4216,4184,3999
124961,634,528,592,636,442,579,749,624,486,509,717,691,668
22931,6096,6173,5410,7227,5799,6378,6158,4837,7606,4736,5602,6756,6379
22930,7621,6649,7901,9896,6731,9441,9547,7868,9383,9185,9281,9438,8120
22933,4615,3535,4044,4031,3441,3983,3429,2923,4492,3350,3963,3348,3186
22932,438,402,594,967,308,212,421,393,646,517,289,372,287
22934,982,628,706,835,620,485,556,544,995,515,486,534,617
22937,5684,3859,5229,5127,3981,6701,6020,5107,6805,5926,6514,6208,4827
22936,12623,14092,12735,19570,14324,14179,15079,12037,18146,12775,11302,12305,14369
22938,4005,3563,3852,4304,3928,3895,3999,3296,4783,3365,3559,3768,3944
283316,3,14,0,0,0,3,15,6,11,6,11,9,11
94056,3304,2756,3055,4832,3367,4130,3434,2775,5040,2925,4192,2882,3031
56954,1884,1547,1531,1904,1434,1327,1359,1140,1824,1164,1386,1381,1235
56955,0,0,6,6,0,0,0,0,0,0,3,0,0
56956,58,101,19,68,17,28,65,10,77,31,23,41,54
56957,3216,2477,2464,2644,2248,2996,2636,1996,2755,2732,2901,2663,2657
56950,2732,2430,1841,2712,1691,2873,2197,1656,2480,1672,1976,2433,1973
56951,6114,5595,5389,6679,5172,5367,6449,4943,7651,5058,4663,5516,6071
56952,790,344,263,319,389,352,266,197,592,302,210,377,280
56953,105,81,76,88,60,56,65,64,22,67,104,78,93
390877,0,0,0,0,0,0,0,0,0,0,0,0,0
645676,32,52,49,50,41,12,67,23,76,33,32,25,61
388942,0,0,0,0,0,0,0,0,0,0,0,0,0
101929602,0,0,0,0,0,0,0,0,0,0,0,0,0
113746,0,0,0,0,0,0,0,0,0,0,0,0,0
101929607,0,0,0,0,0,3,0,0,0,0,0,3,0
101929608,0,0,0,0,0,0,0,0,0,0,0,0,0
105374631,0,0,0,0,0,0,0,0,0,0,0,0,0
54700,3069,2516,2131,2612,2591,3014,3699,2677,4430,2508,2950,2951,3096
54707,1033,622,1088,876,889,859,1120,850,1337,919,816,735,977
54704,2145,1608,1859,2400,2227,2075,2807,1819,3020,2084,1688,1909,2418
54708,3617,3266,3326,4111,3150,3733,3504,2675,4168,2994,3273,3415,3148
27437,0,0,0,0,0,0,0,0,0,0,0,0,0
27436,11697,7792,8283,6258,7406,6046,8304,5083,7797,7162,5536,6533,8956
27434,1846,1076,1511,909,1035,691,1193,863,1259,929,943,871,1256
27433,705,345,647,481,494,322,467,349,719,296,401,371,365
91107,493,261,174,516,153,419,141,169,162,309,288,560,183
27430,3633,3142,3645,3606,3735,3061,3851,2819,4351,3116,3027,3574,4144
27439,26,19,65,23,27,21,17,0,27,19,18,22,35
105377586,0,0,0,0,0,3,0,3,0,0,0,0,0
101927186,0,0,0,0,0,0,0,0,0,0,0,0,0
115749,22,13,0,22,6,6,14,0,35,22,10,0,3
101927188,0,0,0,0,0,0,0,0,0,0,0,0,0
101927189,0,0,0,0,0,0,0,0,0,0,0,0,0
147798,189,49,19,19,32,55,73,18,22,22,106,21,63
100533111,10,0,7,2,13,3,2,1,7,0,3,4,7
57535,116,107,103,129,63,131,132,96,143,81,160,131,82
157848,0,0,0,0,0,0,0,0,0,0,0,0,0
57534,4108,4031,3799,4070,4174,5022,4925,3762,5372,4464,5905,5080,4810
100129396,22,54,34,23,20,25,98,49,38,27,55,44,33
143496,0,0,0,0,0,0,0,0,0,0,0,0,0
196513,1578,1072,1100,1055,855,910,1193,837,1080,1067,1178,1168,1100
643733,11,16,0,3,0,30,3,6,15,3,9,7,0
644100,0,0,0,0,0,0,0,0,0,0,0,0,0
29028,1539,1064,919,1440,1596,1135,1576,819,3814,1249,899,1105,1184
219972,0,0,0,0,0,0,0,0,0,0,0,0,0
79676,982,507,802,998,727,523,689,524,881,616,723,794,554
79677,3101,2075,1967,2650,2131,2462,2507,2026,2934,2389,2945,2800,2649
79674,1119,597,645,813,736,1197,947,803,1831,751,371,467,459
79675,1027,633,814,990,707,697,1097,729,1244,716,811,999,926
79672,1653,1420,1880,1608,1847,1782,1817,1388,2651,1682,1999,1657,1389
79673,1015,679,765,879,656,908,945,737,1031,854,929,1001,843
79670,2714,2267,2061,2534,2201,2181,3069,2627,2467,2434,2609,2601,2647
79671,3345,2827,3461,3121,2261,4021,2623,2427,2332,2695,3599,2820,2395
100287559,6,0,9,0,6,0,6,0,0,4,6,0,0
727851,1582,1409,1234,1506,1361,1320,1688,1256,1458,1235,1383,1330,1477
100616121,1,0,0,0,0,0,0,0,0,0,0,0,0
729873,0,165,0,162,128,0,0,0,0,117,0,0,0
727856,0,0,0,0,0,0,0,0,0,0,0,0,0
79679,0,0,0,0,0,0,0,0,0,0,0,0,0
100874123,0,0,0,0,0,0,0,0,0,0,0,0,0
100506874,71,77,45,103,50,34,52,54,44,48,81,37,63
65078,21,30,25,21,19,7,30,14,19,14,27,27,17
26747,504,336,370,440,367,470,490,380,734,404,435,402,557
26740,0,0,0,0,0,0,0,0,0,0,3,0,0
100874128,0,0,0,0,0,0,0,0,0,0,0,0,0
105376671,5,0,0,0,3,0,0,4,0,0,0,0,0
338661,0,0,0,0,0,0,0,0,0,0,0,0,0
338662,0,0,0,0,0,0,0,0,0,0,0,0,0
114836,0,0,0,0,0,0,0,0,0,0,0,0,0
653203,0,0,0,0,0,0,0,0,0,0,0,0,0
259283,0,0,0,0,0,0,0,0,0,0,0,0,0
151449,3,6,0,0,0,0,0,0,0,8,0,0,0
440757,0,0,0,0,0,0,0,0,0,0,0,0,0
100128511,0,0,0,0,0,0,0,0,0,0,0,0,0
105375218,0,0,0,0,0,0,0,0,0,0,0,0,0
29890,8021,5667,8405,6067,6326,9308,7333,5761,8269,8027,10029,8352,7878
3973,9,0,0,0,0,0,0,0,0,0,0,0,0
3972,11,7,6,0,9,0,10,3,9,0,0,0,0
3975,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,1282,1445,1031,1189,1260,1498,1756,1084,2042,1557,1512,1583,1834
3976,19534,20803,21307,21613,17468,5202,11542,4597,15884,4945,3156,3023,4378
3978,884,512,765,666,1060,596,821,483,2272,627,628,571,597
100288069,190,186,123,264,150,50,317,146,216,198,190,119,238
100289333,0,0,0,0,0,0,0,0,0,0,3,0,3
442454,47,27,34,14,34,24,11,10,29,7,9,22,12
105369971,3,0,0,0,0,0,0,5,0,0,0,0,4
442459,0,0,0,0,0,0,0,0,0,0,0,0,0
51663,8401,7618,7851,9401,7802,11044,11157,8267,11809,9027,10193,10891,9504
55561,65,6,14,3,16,9,13,3,17,0,3,15,10
51661,3462,2215,2300,1865,2724,1920,2707,1709,3418,1635,1830,1630,2242
51660,1267,933,981,1103,946,852,977,714,1112,705,828,900,848
51667,5014,4206,3933,4334,3498,4697,4739,3820,4715,3942,4789,4821,3971
55565,623,529,585,387,440,536,507,370,520,444,552,443,536
51665,4262,3461,3863,3755,3907,3980,4934,3929,5534,4695,4697,4647,4242
55567,20,0,0,0,0,3,9,6,0,11,0,0,5
55568,26247,20859,39362,33528,30839,35702,34674,27409,55705,45276,28291,36587,34667
140564,134,46,77,28,59,40,81,40,25,81,48,84,115
51668,946,718,825,938,900,622,699,543,1255,580,432,615,540
56033,77,162,118,253,304,548,487,386,597,377,324,236,214
56034,5656,5140,7124,7265,8612,5706,8797,5584,11376,9077,5054,6688,10424
100113393,8,16,8,12,21,9,15,10,13,9,14,10,8
100113392,0,0,0,0,0,0,2,0,0,0,0,0,1
100113391,2,0,0,0,0,0,2,0,0,0,0,0,0
4478,56293,48899,62859,78416,66733,84603,60722,49612,99901,67217,67695,59038,51332
4477,0,0,0,0,0,0,0,0,0,0,0,0,0
85301,4434,2993,3395,1934,2686,2183,4385,2619,3605,2461,2875,2931,4423
85300,0,0,0,0,0,0,3,0,0,0,0,0,0
85302,1394,579,834,787,558,558,920,683,805,680,758,680,745
439915,0,0,0,0,0,0,0,0,0,0,0,0,0
439916,0,0,0,0,0,0,0,0,0,0,0,0,0
135656,0,0,0,0,0,0,0,0,0,0,0,0,3
139170,0,0,0,0,0,0,0,0,0,0,0,0,0
100133957,18,6,8,0,10,6,12,8,4,0,13,0,3
1024,1132,940,1160,1109,971,1428,1175,905,1803,1220,1389,1337,989
100506409,0,0,0,0,0,0,0,0,0,0,0,0,0
134526,22,3,0,0,0,0,0,0,0,0,5,2,8
1027,4534,4270,3851,3287,3462,3292,4412,3228,4204,3659,4005,4418,4156
100126348,0,2,0,0,0,0,0,0,2,0,0,2,0
100126349,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,54086,45126,66209,53962,26064,74086,65897,67125,49650,69633,82030,96951,60683
100126340,0,0,0,0,0,0,0,0,0,0,0,0,0
100126341,0,0,0,0,0,0,0,0,0,0,0,0,0
100126342,0,0,0,0,0,0,0,0,0,0,0,0,0
100126343,0,0,0,0,0,0,0,0,0,0,0,0,0
100126345,0,0,0,0,1,0,0,0,0,0,0,0,0
100126346,0,0,0,0,0,0,0,0,0,0,0,0,0
100126347,0,3,2,0,3,0,0,0,1,1,0,1,1
100996325,5,0,0,0,0,0,0,0,0,0,0,0,0
100996324,0,0,0,0,0,0,2,0,0,0,0,0,3
5343,119,104,107,156,115,0,223,124,105,112,114,138,185
1029,1657,1082,1952,883,1076,1457,1857,1316,1231,1028,943,919,1109
102724188,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,725,376,338,170,197,287,125,214,17,166,312,231,280
645811,35,13,41,23,15,7,36,22,9,40,10,45,43
105371038,7,0,12,11,7,14,24,15,7,11,6,6,12
619351,0,0,0,0,0,0,0,0,0,0,0,0,0
123346,0,0,0,0,0,0,3,0,0,0,0,0,0
100506895,27,30,10,6,6,7,0,3,6,9,0,17,6
100506898,17,10,3,6,0,2,3,9,5,3,6,21,5
403257,0,0,0,0,0,0,0,0,0,0,0,0,0
403253,0,0,0,0,0,0,0,0,0,0,0,0,0
346517,0,0,0,0,0,0,0,0,0,0,0,0,0
579,147,42,35,44,37,30,101,19,6,9,11,26,28
578,1491,1150,2076,1972,2008,2385,2086,1707,3042,1730,2080,1566,1440
573,1519,1003,1383,1429,1308,1340,1226,1063,1608,1253,1140,1303,1004
572,3593,2342,3010,2834,2748,3489,2526,2195,3068,2897,2829,2768,2182
571,7938,5791,9693,9772,7112,8264,7622,6003,5998,8635,7723,10106,8232
570,6,7,5,6,0,0,9,0,9,0,11,9,11
577,0,0,0,0,0,0,0,0,0,0,0,0,0
576,2023,1564,1450,1141,1209,1547,1577,1120,1425,1352,1517,1126,1297
575,17,3,18,0,0,10,23,0,6,0,40,0,9
4363,9506,8066,7955,7772,7500,9223,8351,6107,8218,7048,9701,8759,7482
284023,247,212,227,199,178,165,284,224,227,261,208,285,320
10667,648,412,452,535,522,558,434,370,861,438,557,467,402
646278,119,131,22,162,133,107,141,94,164,120,178,172,119
284029,58,30,6,11,16,3,6,10,13,6,19,8,17
171546,1330,1252,1294,1283,1200,1104,1258,918,1678,1049,1243,1231,1281
5555,9,0,15,0,0,0,0,0,0,0,9,0,5
5554,117,105,114,68,94,54,107,65,105,44,69,102,73
5557,127,61,93,148,207,144,103,78,439,95,109,115,98
5551,0,0,0,0,0,0,0,0,0,0,0,0,0
5550,2871,2224,2710,2578,2612,3519,3272,2429,4433,2808,3415,3174,2570
5553,22,0,6,0,0,0,0,0,0,0,3,0,0
4863,964,873,789,859,848,809,1010,683,1228,795,822,960,985
5558,964,835,754,1686,1029,934,937,593,1660,826,699,792,717
101928404,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0
101928401,0,0,0,0,0,0,0,0,0,0,0,0,0
101928402,6,0,0,0,0,3,0,3,0,0,0,0,0
101928403,32,24,35,26,30,22,25,29,26,27,18,9,42
104054148,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4589,3998,5441,4666,4889,5585,4219,3769,7057,4160,5061,4488,4182
4864,3170,3320,3546,4560,2787,4480,4393,3597,3000,4412,4367,4500,3722
5883,672,384,488,355,304,236,419,319,376,282,270,336,351
5881,144,164,239,169,153,218,141,129,266,188,170,151,185
5880,2421,1392,2131,1679,2250,1562,2317,1625,3772,1289,657,1078,1554
5887,17520,17853,18830,23199,17335,19546,18828,15336,20911,17375,18998,18590,18664
5886,7000,4838,6714,7290,5432,5952,5406,4703,7871,5268,5646,5498,4681
5885,8384,9007,7779,7154,7947,8854,8161,6401,11304,7431,7402,8113,8088
5884,2280,1800,1805,2070,1697,1647,2002,1455,2135,1625,1831,1962,2015
5889,826,557,649,796,588,563,551,580,849,576,649,664,646
5888,239,87,135,266,393,135,475,308,665,188,101,79,123
6554,0,0,0,0,0,0,0,0,0,0,0,0,0
6555,0,0,0,0,0,0,0,0,0,0,0,0,0
6556,13,9,3,0,6,3,6,9,11,6,6,11,9
6557,0,0,0,0,0,0,0,0,0,0,0,0,0
6550,0,107,164,117,0,0,148,0,185,0,0,3,0
6553,869,498,635,463,493,235,645,465,618,353,330,346,490
6558,869,899,786,870,863,1187,1219,774,1820,937,1386,1246,1045
6559,0,3,0,0,0,0,0,0,0,6,0,0,0
102724404,9,0,46,0,4,5,4,3,9,2,12,0,0
266812,628,341,489,432,451,578,530,374,931,437,408,433,385
403150,42,21,9,28,30,21,51,29,14,13,19,14,33
286319,2280,1035,1337,989,1157,1275,1182,1077,1940,919,1538,1077,1078
401498,0,0,0,0,0,0,0,0,3,0,0,0,0
401497,0,0,0,0,0,0,0,0,0,0,0,0,0
401494,896,508,541,383,559,827,478,372,820,762,574,642,527
401492,0,0,0,0,0,0,0,0,0,0,0,0,0
401491,51,99,137,44,169,97,203,212,80,43,93,214,107
84856,646,529,914,977,604,768,856,619,1059,852,893,460,1138
84852,125,124,155,126,70,81,96,73,56,90,73,77,97
84850,0,0,0,0,0,0,0,0,0,0,0,0,0
84851,391,237,259,274,314,145,456,250,469,241,249,299,444
8671,2993,2257,2303,2225,2070,2458,2247,1656,3697,2363,1819,2401,1734
84858,4956,4109,5744,3720,3830,4074,4333,3360,3283,4195,4972,4005,4764
84859,1639,1233,1222,1287,1102,1514,1980,1429,1711,1740,1687,1601,1633
100507443,0,0,0,0,0,0,0,0,0,0,0,0,0
120065,4,0,1,0,3,0,0,7,3,4,0,3,0
64718,2289,2093,2509,1870,1674,1804,2508,1913,2157,1763,1948,2097,2163
64714,0,0,0,11,0,0,19,3,3,10,10,0,0
64711,0,0,0,0,0,0,0,0,0,0,0,0,0
64710,16314,16088,16483,19997,20601,22733,18880,13282,28928,18596,19303,19290,18917
100506795,0,0,0,5,0,7,3,6,17,11,27,11,10
100506791,0,0,0,0,0,0,0,0,0,0,0,0,0
100506790,0,0,0,0,0,0,0,0,0,0,0,0,0
440895,83,34,73,0,37,13,31,43,36,23,0,34,30
219952,0,0,0,0,0,0,0,0,0,0,0,0,0
219954,0,0,0,0,0,0,0,0,0,0,0,0,0
283847,0,0,0,3,0,0,0,0,4,3,0,0,0
219957,0,0,0,0,0,0,0,0,0,0,0,0,0
219958,0,0,0,0,0,0,0,0,0,0,0,0,0
219959,0,0,0,0,0,0,0,0,0,0,0,0,0
440896,0,0,0,0,0,0,0,0,0,0,0,0,0
79315,0,0,0,0,0,0,0,0,0,0,0,0,0
81328,0,0,0,0,0,0,0,0,0,0,0,0,0
168451,728,663,486,646,594,1191,1026,711,1192,796,846,1132,1198
81327,0,0,0,0,0,0,0,0,0,0,0,0,0
200150,9,3,135,406,26,158,45,208,404,466,40,178,520
4092,10592,7606,7767,6995,6960,5227,6397,4301,5837,5241,4951,5535,5594
200159,0,0,0,0,0,0,0,0,0,0,0,0,0
158431,199,126,117,153,167,109,150,122,165,127,122,152,168
158435,0,0,0,0,0,0,0,0,0,0,0,0,0
158434,0,0,0,0,0,0,0,0,0,0,0,0,0
400728,61,9,19,41,24,9,11,17,28,14,0,0,11
400720,790,568,778,752,880,891,1150,772,1203,877,874,874,909
10602,27107,34243,29661,29859,26141,45663,29698,19376,41170,30124,31830,38662,32663
10603,119,148,144,77,136,141,129,95,208,132,101,145,125
10600,3327,2711,2516,3404,2783,3393,3143,2499,4289,2612,3003,2932,2934
10606,6054,5547,5620,6843,8433,6744,6568,4264,15175,5289,5501,5730,6745
10607,2197,1437,2449,1971,2120,2384,2181,1799,3652,2319,2311,1965,1706
10605,5272,4692,4513,5229,4340,4958,4920,4098,5683,4099,4780,5325,5592
90233,220,201,162,230,235,269,243,220,382,240,249,322,267
10608,9176,6449,9060,6734,7385,8635,8381,6586,9178,7430,7018,6023,6295
10609,6609,5138,8536,8145,8299,9686,9574,7109,12024,8262,6944,6319,6645
54549,0,9,21,17,22,68,38,27,6,3,20,6,0
54545,1896,1985,1944,2227,2123,2447,2102,1552,2658,2277,2602,2298,1871
54544,9,0,0,0,0,0,0,0,0,0,0,0,0
54546,0,0,0,0,0,0,0,0,0,0,0,0,0
54541,25749,22862,37972,22755,18800,28643,37009,33147,18416,32408,42579,42645,40738
54540,5030,3393,4893,3612,2975,1770,3831,2839,2659,2517,3196,3246,4532
54543,9515,6933,9059,7504,7795,9556,6532,5748,7417,8192,7135,7037,7343
54542,2704,2463,2505,2714,2216,3723,3367,2494,3392,3204,4049,3435,2895
120939,0,0,0,0,0,0,0,0,0,0,0,0,0
120935,0,0,0,0,0,0,3,0,3,0,0,0,0
100506428,194,101,213,221,117,79,100,88,111,105,111,160,160
101929351,7,11,2,7,7,9,6,14,19,4,0,3,0
100506422,0,0,0,0,0,0,0,0,3,0,0,0,0
100506421,0,0,3,16,0,0,3,8,3,3,0,0,10
101929350,0,0,0,0,0,0,0,0,0,0,0,0,0
54093,1035,733,817,844,612,483,767,567,781,518,547,673,728
285033,369,313,372,290,241,304,411,301,422,323,416,349,244
54090,0,0,0,0,0,0,0,0,0,0,0,0,0
54097,0,0,0,0,0,0,0,0,0,0,0,0,0
103352541,0,0,0,0,0,0,0,0,0,0,0,0,0
93349,1817,1026,1379,1415,1275,1270,1700,1140,1927,1225,1495,1499,1440
51019,2129,1756,1995,1932,1557,1751,1880,1475,2137,1638,1633,1952,1771
101927960,0,0,0,0,0,0,0,0,0,0,0,0,0
101927967,0,0,0,0,0,0,0,0,0,0,0,0,0
101927964,9,0,3,0,0,3,0,0,0,3,0,0,0
101927969,0,0,0,0,0,0,0,0,0,0,0,0,0
102465509,1,0,0,0,2,0,2,1,0,1,0,1,2
401934,0,0,0,0,0,0,0,0,0,0,0,0,0
51011,1260,852,1271,1086,1055,1195,1005,881,1576,1084,1177,1193,1067
729080,0,0,1,0,0,0,0,3,0,0,0,0,0
100874070,0,0,0,0,0,0,0,0,0,0,0,0,0
100874071,6,0,0,0,3,0,0,0,6,0,0,0,6
100874074,0,0,0,0,0,0,0,0,0,3,0,0,3
100874078,0,0,0,0,0,0,0,0,0,0,0,0,0
100874079,0,0,0,0,0,0,0,0,0,0,0,0,0
123624,0,0,0,0,0,0,0,0,0,0,0,0,0
399708,0,0,0,0,0,0,0,0,0,0,0,0,0
148979,823,293,566,396,339,448,354,286,327,537,617,571,307
399706,0,0,0,0,0,0,0,0,0,0,0,0,0
